age;workclass;final_weight;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country;class
24,29;Non-Government;169662;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;42;*;>50K
24,29;Non-Government;228472;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;45;*;>50K
24,29;Non-Government;114224;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;176729;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;60;*;>50K
24,29;Non-Government;114967;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;176972;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;45;*;>50K
24,29;Non-Government;167761;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;50;*;>50K
24,29;Non-Government;134890;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;199224;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;45;*;>50K
24,29;Non-Government;84619;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;359828;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;44;*;>50K
24,29;Non-Government;204247;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;50;*;>50K
24,29;Non-Government;84547;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;114982;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;130856;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;67218;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;161027;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;5178;0;40;*;>50K
24,29;Non-Government;31659;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;1887;60;*;>50K
24,29;Non-Government;122175;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;45;*;>50K
24,29;Non-Government;306908;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;45;*;>50K
24,29;Non-Government;133937;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;244721;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;35;*;>50K
24,29;Non-Government;270421;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;50;*;>50K
24,29;Non-Government;138692;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;1887;40;*;>50K
24,29;Non-Government;207352;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;293690;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;58;*;>50K
24,29;Non-Government;444304;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;402998;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;58;*;>50K
30,31;Non-Government;168387;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;7688;0;40;*;>50K
30,31;Non-Government;55291;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;348038;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;1902;50;*;>50K
30,31;Non-Government;110643;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;129707;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;99999;0;35;*;>50K
30,31;Non-Government;185027;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;145139;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;19302;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;93884;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;45;*;>50K
30,31;Non-Government;159123;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;60;*;>50K
30,31;Non-Government;159187;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;1902;55;*;>50K
30,31;Non-Government;196385;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;15024;0;35;*;>50K
30,31;Non-Government;288566;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;43;*;>50K
30,31;Non-Government;144949;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;177675;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;167725;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;15024;0;48;*;>50K
30,31;Non-Government;173279;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;154568;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;36;*;>50K
30,31;Non-Government;108247;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;574005;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;0;0;44;*;>50K
30,31;Non-Government;159589;Bachelors;13;Married-civ-spouse;Technical;Husband;*;Male;7688;0;50;*;>50K
24,31;Non-Government;167350;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;3103;0;40;*;>50K
24,31;Non-Government;173005;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;50;*;>50K
24,31;Non-Government;207201;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;164190;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;50;*;>50K
24,31;Non-Government;292472;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;38918;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;50;*;>50K
24,31;Non-Government;151773;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;159187;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;226443;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;55;*;>50K
24,31;Non-Government;205950;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;188675;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;203488;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;149324;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;1485;40;*;>50K
24,31;Non-Government;190636;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;1485;60;*;>50K
24,31;Non-Government;394927;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;196385;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;45;*;>50K
24,31;Non-Government;234664;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
24,31;Non-Government;209205;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;7298;0;40;*;>50K
24,31;Non-Government;224215;Some-college;10;Married-civ-spouse;Technical;Husband;*;Male;0;0;40;*;>50K
